"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","First_Author","Title","Publication_Year","Publication_Year_Z","Journal","Impact_Factor","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","First_Population","Second_Population","Plasticity_Category","Type","T1","T1_Number","T2","T2_Number","Treatment_Unit","high","Category","Measurement","Trait_Unit","Total_Shared_Control","Shared_Animal_Number","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)","Effect_Size","Variance","Effect_Size_Type","Variance_Type","Percentage_Transformation","Proportion_Transformation","n_(P1T1)_Adjusted","Mean_(P1T1)_Adjusted","SD_(P1T1)_Adjusted","n_(P1T2)_Adjusted","Mean_(P1T2)_Adjusted","SD_(P1T2)_Adjusted","n_(P2T1)_Adjusted","Mean_(P2T1)_Adjusted","SD_(P2T1)_Adjusted","n_(P2T2)_Adjusted","Mean_(P2T2)_Adjusted","SD_(P2T2)_Adjusted","Effect_Size_Adjusted","Variance_Adjusted","Precision","Effect_Size_Type_Adjusted","Variance_Type_Adjusted","Precision_Type"
256,20,1,20.2,20.4,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Paq","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,95,4,3.44185501998002,0.555539456210654,4,3.21862745098039,0.628060365844673,4,6.16388888888889,0.397562014729219,4,6.13792293233083,0.303943527432282,-0.0628340736219781,0.0176853220889472,NA,NA,"No","No",0.571428571428571,3.44185501998002,0.555539456210654,0.571428571428571,3.21862745098039,0.628060365844673,0.571428571428571,6.16388888888889,0.397562014729219,0.571428571428571,6.13792293233083,0.303943527432282,-0.0628340736219781,0.12379725462263,-0.134441347056437,NA,NA,NA
257,20,1,20.2,20.5,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Ambrose","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,96,4,3.44185501998002,0.555539456210654,4,3.21862745098039,0.628060365844673,3,5.69444444444444,0.173472166622178,3,5.75238095238095,0.135023303607217,-0.0771783719081867,0.0165252679147751,NA,NA,"No","No",0.571428571428571,3.44185501998002,0.555539456210654,0.571428571428571,3.21862745098039,0.628060365844673,0.428571428571429,5.69444444444444,0.173472166622178,0.428571428571429,5.75238095238095,0.135023303607217,-0.0771783719081867,0.115676875403426,-0.134317514765904,NA,NA,NA
258,20,1,20.2,20.6,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Rosseau","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,97,4,3.44185501998002,0.555539456210654,4,3.21862745098039,0.628060365844673,2,6.84285714285714,0.62629457762237,2,6.65,0.494974746830583,-0.0384670641193998,0.0229907977141012,NA,NA,"No","No",0.571428571428571,3.44185501998002,0.555539456210654,0.571428571428571,3.21862745098039,0.628060365844673,0.285714285714286,6.84285714285714,0.62629457762237,0.285714285714286,6.65,0.494974746830583,-0.0384670641193998,0.160935583998708,-0.134848422052684,NA,NA,NA
259,20,1,20.2,20.7,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Little Campbell","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,98,4,3.44185501998002,0.555539456210654,4,3.21862745098039,0.628060365844673,4,32.6948863636364,0.294826693034433,4,32.9702089169001,0.410635627677744,-0.0754412730948342,0.016091383097389,NA,NA,"No","No",0.571428571428571,3.44185501998002,0.555539456210654,0.571428571428571,3.21862745098039,0.628060365844673,0.571428571428571,32.6948863636364,0.294826693034433,0.571428571428571,32.9702089169001,0.410635627677744,-0.0754412730948342,0.112639681681723,-0.134266611026407,NA,NA,NA
260,20,1,20.2,20.8,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,99,4,3.44185501998002,0.555539456210654,4,3.21862745098039,0.628060365844673,4,30.9270833333333,2.89403421330464,4,31.6744066047472,1.64975524889594,-0.0909322736814981,0.018899599861024,NA,NA,"No","No",0.571428571428571,3.44185501998002,0.555539456210654,0.571428571428571,3.21862745098039,0.628060365844673,0.571428571428571,30.9270833333333,2.89403421330464,0.571428571428571,31.6744066047472,1.64975524889594,-0.0909322736814981,0.132297199027168,-0.134554683499818,NA,NA,NA
261,20,1,20.3,20.4,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Trout","Paq","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,100,4,3.92184065934066,0.234956934135688,4,4.11004784688995,0.294481962745055,4,6.16388888888889,0.397562014729219,4,6.13792293233083,0.303943527432282,0.0510950616609382,0.00383375075755667,NA,NA,"No","No",0.571428571428571,3.92184065934066,0.234956934135688,0.571428571428571,4.11004784688995,0.294481962745055,0.571428571428571,6.16388888888889,0.397562014729219,0.571428571428571,6.13792293233083,0.303943527432282,0.0510950616609382,0.0268362553028967,-0.1280678276535,NA,NA,NA
262,20,1,20.3,20.5,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Trout","Ambrose","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,101,4,3.92184065934066,0.234956934135688,4,4.11004784688995,0.294481962745055,3,5.69444444444444,0.173472166622178,3,5.75238095238095,0.135023303607217,0.0367507633747297,0.00267369658338461,NA,NA,"No","No",0.571428571428571,3.92184065934066,0.234956934135688,0.571428571428571,4.11004784688995,0.294481962745055,0.428571428571429,5.69444444444444,0.173472166622178,0.428571428571429,5.75238095238095,0.135023303607217,0.0367507633747297,0.0187158760836923,-0.124537139233671,NA,NA,NA
263,20,1,20.3,20.6,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Trout","Rosseau","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,102,4,3.92184065934066,0.234956934135688,4,4.11004784688995,0.294481962745055,2,6.84285714285714,0.62629457762237,2,6.65,0.494974746830583,0.0754620711635166,0.00913922638271067,NA,NA,"No","No",0.571428571428571,3.92184065934066,0.234956934135688,0.571428571428571,4.11004784688995,0.294481962745055,0.285714285714286,6.84285714285714,0.62629457762237,0.285714285714286,6.65,0.494974746830583,0.0754620711635166,0.0639745846789747,-0.132791808538097,NA,NA,NA
264,20,1,20.3,20.7,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Trout","Little Campbell","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,103,4,3.92184065934066,0.234956934135688,4,4.11004784688995,0.294481962745055,4,32.6948863636364,0.294826693034433,4,32.9702089169001,0.410635627677744,0.0384878621880822,0.00223981176599851,NA,NA,"No","No",0.571428571428571,3.92184065934066,0.234956934135688,0.571428571428571,4.11004784688995,0.294481962745055,0.571428571428571,32.6948863636364,0.294826693034433,0.571428571428571,32.9702089169001,0.410635627677744,0.0384878621880822,0.0156786823619895,-0.122276829638925,NA,NA,NA
265,20,1,20.3,20.8,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Trout","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,104,4,3.92184065934066,0.234956934135688,4,4.11004784688995,0.294481962745055,4,30.9270833333333,2.89403421330464,4,31.6744066047472,1.64975524889594,0.0229968616014182,0.00504802852963349,NA,NA,"No","No",0.571428571428571,3.92184065934066,0.234956934135688,0.571428571428571,4.11004784688995,0.294481962745055,0.571428571428571,30.9270833333333,2.89403421330464,0.571428571428571,31.6744066047472,1.64975524889594,0.0229968616014182,0.0353361997074344,-0.130025272290046,NA,NA,NA
266,20,1,20.4,20.5,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Paq","Ambrose","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,105,4,6.16388888888889,0.397562014729219,4,6.13792293233083,0.303943527432282,3,5.69444444444444,0.173472166622178,3,5.75238095238095,0.135023303607217,-0.0143442982862085,0.00214604198308105,NA,NA,"No","No",0.571428571428571,6.16388888888889,0.397562014729219,0.571428571428571,6.13792293233083,0.303943527432282,0.428571428571429,5.69444444444444,0.173472166622178,0.428571428571429,5.75238095238095,0.135023303607217,-0.0143442982862085,0.0150222938815673,-0.121668231958236,NA,NA,NA
267,20,1,20.4,20.6,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Paq","Rosseau","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,106,4,6.16388888888889,0.397562014729219,4,6.13792293233083,0.303943527432282,2,6.84285714285714,0.62629457762237,2,6.65,0.494974746830583,0.0243670095025783,0.0086115717824071,NA,NA,"No","No",0.571428571428571,6.16388888888889,0.397562014729219,0.571428571428571,6.13792293233083,0.303943527432282,0.285714285714286,6.84285714285714,0.62629457762237,0.285714285714286,6.65,0.494974746830583,0.0243670095025783,0.0602810024768497,-0.132582650294782,NA,NA,NA
268,20,1,20.4,20.7,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Paq","Little Campbell","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,107,4,6.16388888888889,0.397562014729219,4,6.13792293233083,0.303943527432282,4,32.6948863636364,0.294826693034433,4,32.9702089169001,0.410635627677744,-0.012607199472856,0.00171215716569494,NA,NA,"No","No",0.571428571428571,6.16388888888889,0.397562014729219,0.571428571428571,6.13792293233083,0.303943527432282,0.571428571428571,32.6948863636364,0.294826693034433,0.571428571428571,32.9702089169001,0.410635627677744,-0.012607199472856,0.0119851001598646,-0.117984315866426,NA,NA,NA
269,20,1,20.4,20.8,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Paq","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,108,4,6.16388888888889,0.397562014729219,4,6.13792293233083,0.303943527432282,4,30.9270833333333,2.89403421330464,4,31.6744066047472,1.64975524889594,-0.02809820005952,0.00452037392932992,NA,NA,"No","No",0.571428571428571,6.16388888888889,0.397562014729219,0.571428571428571,6.13792293233083,0.303943527432282,0.571428571428571,30.9270833333333,2.89403421330464,0.571428571428571,31.6744066047472,1.64975524889594,-0.02809820005952,0.0316426175053095,-0.129303881348642,NA,NA,NA
270,20,1,20.5,20.6,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Ambrose","Rosseau","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,109,3,5.69444444444444,0.173472166622178,3,5.75238095238095,0.135023303607217,2,6.84285714285714,0.62629457762237,2,6.65,0.494974746830583,0.0387113077887868,0.00745151760823505,NA,NA,"No","No",0.428571428571429,5.69444444444444,0.173472166622178,0.428571428571429,5.75238095238095,0.135023303607217,0.285714285714286,6.84285714285714,0.62629457762237,0.285714285714286,6.65,0.494974746830583,0.0387113077887868,0.0521606232576453,-0.132018664414942,NA,NA,NA
271,20,1,20.5,20.7,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Ambrose","Little Campbell","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,110,3,5.69444444444444,0.173472166622178,3,5.75238095238095,0.135023303607217,4,32.6948863636364,0.294826693034433,4,32.9702089169001,0.410635627677744,0.00173709881335249,0.000552102991522884,NA,NA,"No","No",0.428571428571429,5.69444444444444,0.173472166622178,0.428571428571429,5.75238095238095,0.135023303607217,0.571428571428571,32.6948863636364,0.294826693034433,0.571428571428571,32.9702089169001,0.410635627677744,0.00173709881335249,0.00386472094066019,-0.0796990505652939,NA,NA,NA
272,20,1,20.5,20.8,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Ambrose","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,111,3,5.69444444444444,0.173472166622178,3,5.75238095238095,0.135023303607217,4,30.9270833333333,2.89403421330464,4,31.6744066047472,1.64975524889594,-0.0137539017733115,0.00336031975515787,NA,NA,"No","No",0.428571428571429,5.69444444444444,0.173472166622178,0.428571428571429,5.75238095238095,0.135023303607217,0.571428571428571,30.9270833333333,2.89403421330464,0.571428571428571,31.6744066047472,1.64975524889594,-0.0137539017733115,0.0235222382861051,-0.126921340132362,NA,NA,NA
273,20,1,20.6,20.7,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Rosseau","Little Campbell","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,112,2,6.84285714285714,0.62629457762237,2,6.65,0.494974746830583,4,32.6948863636364,0.294826693034433,4,32.9702089169001,0.410635627677744,-0.0369742089754344,0.00701763279084894,NA,NA,"No","No",0.285714285714286,6.84285714285714,0.62629457762237,0.285714285714286,6.65,0.494974746830583,0.571428571428571,32.6948863636364,0.294826693034433,0.571428571428571,32.9702089169001,0.410635627677744,-0.0369742089754344,0.0491234295359426,-0.131759809628405,NA,NA,NA
274,20,1,20.6,20.8,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Rosseau","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,113,2,6.84285714285714,0.62629457762237,2,6.65,0.494974746830583,4,30.9270833333333,2.89403421330464,4,31.6744066047472,1.64975524889594,-0.0524652095620983,0.00982584955448392,NA,NA,"No","No",0.285714285714286,6.84285714285714,0.62629457762237,0.285714285714286,6.65,0.494974746830583,0.571428571428571,30.9270833333333,2.89403421330464,0.571428571428571,31.6744066047472,1.64975524889594,-0.0524652095620983,0.0687809468813875,-0.133030345689251,NA,NA,NA
275,20,1,20.7,20.8,1,5,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Little Campbell","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Lateral Plate Number","mm",7,114,4,32.6948863636364,0.294826693034433,4,32.9702089169001,0.410635627677744,4,30.9270833333333,2.89403421330464,4,31.6744066047472,1.64975524889594,-0.015491000586664,0.00292643493777176,NA,NA,"No","No",0.571428571428571,32.6948863636364,0.294826693034433,0.571428571428571,32.9702089169001,0.410635627677744,0.571428571428571,30.9270833333333,2.89403421330464,0.571428571428571,31.6744066047472,1.64975524889594,-0.015491000586664,0.0204850445644023,-0.125544853198865,NA,NA,NA
276,20,1,20.1,20.2,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Kirk","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,87,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,4,1.49729994270435,0.176088065811762,4,1.51979166666667,0.107871612216663,0.0386986016595929,0.0135991160880441,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.571428571428571,1.49729994270435,0.176088065811762,0.571428571428571,1.51979166666667,0.107871612216663,0.0386986016595929,0.0951938126163084,-0.133911300862484,NA,NA,NA
277,20,1,20.1,20.3,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Trout","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,88,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,4,1.43860119047619,0.0818673995970316,4,1.5312403250774,0.128820612156668,-0.00879841317431171,0.0114610027850185,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.571428571428571,1.43860119047619,0.0818673995970316,0.571428571428571,1.5312403250774,0.128820612156668,-0.00879841317431171,0.0802270194951297,-0.133483329672437,NA,NA,NA
278,20,1,20.1,20.4,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Paq","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,89,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,4,1.54066102756892,0.116160468206381,4,1.42852805089647,0.201990649162932,0.129175401729768,0.0153014803873284,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.571428571428571,1.54066102756892,0.116160468206381,0.571428571428571,1.42852805089647,0.201990649162932,0.129175401729768,0.107110362711299,-0.134166527200838,NA,NA,NA
279,20,1,20.1,20.5,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Ambrose","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,90,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,3,1.83888888888889,0.0346944333244355,3,1.78444444444444,0.20014809331907,0.0836628111293931,0.0131941363088919,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.428571428571429,1.83888888888889,0.0346944333244355,0.428571428571429,1.78444444444444,0.20014809331907,0.0836628111293931,0.0923589541622435,-0.133840886895948,NA,NA,NA
280,20,1,20.1,20.6,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Rosseau","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,91,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,2,1.55535714285714,0.184352839380778,2,1.8775,0.385373195746669,-0.134627493707908,0.0369719594260714,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.285714285714286,1.55535714285714,0.184352839380778,0.285714285714286,1.8775,0.385373195746669,-0.134627493707908,0.2588037159825,-0.135361559688399,NA,NA,NA
281,20,1,20.1,20.7,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Little Campbell","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,92,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,4,1.27913961038961,0.113905178339509,4,1.16320028011204,0.151652816926468,0.148621021750816,0.015113832684889,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.571428571428571,1.27913961038961,0.113905178339509,0.571428571428571,1.16320028011204,0.151652816926468,0.148621021750816,0.105796828794223,-0.134141213694335,NA,NA,NA
282,20,1,20.1,20.8,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Cranby","Oyster Bay","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,93,4,1.23818181818182,0.176649773089057,4,1.30637019230769,0.160920260441815,4,1.22155032467532,0.0849400307957943,4,1.27227382180943,0.114171240763733,0.0129235173021567,0.0121039815247166,NA,NA,"No","No",0.571428571428571,1.23818181818182,0.176649773089057,0.571428571428571,1.30637019230769,0.160920260441815,0.571428571428571,1.22155032467532,0.0849400307957943,0.571428571428571,1.27227382180943,0.114171240763733,0.0129235173021567,0.0847278706730165,-0.133627927863795,NA,NA,NA
283,20,1,20.2,20.3,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Trout","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,94,4,1.49729994270435,0.176088065811762,4,1.51979166666667,0.107871612216663,4,1.43860119047619,0.0818673995970316,4,1.5312403250774,0.128820612156668,-0.0474970148339046,0.00729613668743049,NA,NA,"No","No",0.571428571428571,1.49729994270435,0.176088065811762,0.571428571428571,1.51979166666667,0.107871612216663,0.571428571428571,1.43860119047619,0.0818673995970316,0.571428571428571,1.5312403250774,0.128820612156668,-0.0474970148339046,0.0510729568120135,-0.131929502966488,NA,NA,NA
284,20,1,20.2,20.4,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Paq","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,95,4,1.49729994270435,0.176088065811762,4,1.51979166666667,0.107871612216663,4,1.54066102756892,0.116160468206381,4,1.42852805089647,0.201990649162932,0.090476800070175,0.0111366142897404,NA,NA,"No","No",0.571428571428571,1.49729994270435,0.176088065811762,0.571428571428571,1.51979166666667,0.107871612216663,0.571428571428571,1.54066102756892,0.116160468206381,0.571428571428571,1.42852805089647,0.201990649162932,0.090476800070175,0.0779563000281829,-0.133404041799955,NA,NA,NA
285,20,1,20.2,20.5,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Ambrose","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,96,4,1.49729994270435,0.176088065811762,4,1.51979166666667,0.107871612216663,3,1.83888888888889,0.0346944333244355,3,1.78444444444444,0.20014809331907,0.0449642094698002,0.00902927021130388,NA,NA,"No","No",0.571428571428571,1.49729994270435,0.176088065811762,0.571428571428571,1.51979166666667,0.107871612216663,0.428571428571429,1.83888888888889,0.0346944333244355,0.428571428571429,1.78444444444444,0.20014809331907,0.0449642094698002,0.0632048914791272,-0.132750239053257,NA,NA,NA
286,20,1,20.2,20.6,1,6,"Miller, S. E.","Intraguild predation leads to genetically based character shifts in the threespine stickleback",2015,0.863382020879139,"Evolution",3.742,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus aculeatus","Aquatic","Kirk","Rosseau","Developmental","Predator","Absent",NA,"Present",NA,NA,"T2","Morphology","Gape Width","mm",7,97,4,1.49729994270435,0.176088065811762,4,1.51979166666667,0.107871612216663,2,1.55535714285714,0.184352839380778,2,1.8775,0.385373195746669,-0.173326095367501,0.0328070933284834,NA,NA,"No","No",0.571428571428571,1.49729994270435,0.176088065811762,0.571428571428571,1.51979166666667,0.107871612216663,0.285714285714286,1.55535714285714,0.184352839380778,0.285714285714286,1.8775,0.385373195746669,-0.173326095367501,0.229649653299384,-0.135254437869253,NA,NA,NA
